0	-122.297	37.9692
1	-122.296	37.9689
2	-122.293	37.9695
3	-122.037	37.9469
4	-122.352	37.9611
5	-122.042	37.944
6	-122.04	37.9451
7	-122.045	37.9426
8	-122.044	37.9429
9	-121.932	37.9445
10	-121.932	37.9433
11	-121.932	37.9432
12	-121.933	37.9428
13	-122.119	38.0123
14	-122.264	38.004
15	-122.086	37.9995
16	-122.003	37.8165
17	-122.29	37.9716
18	-122.32	38.0047
19	-122.08	37.979
20	-122.036	37.9474
21	-122.032	37.8718
22	-122.339	37.9323
23	-122.338	37.9322
24	-121.927	37.7866
25	-122.001	37.8173
26	-122.035	37.948
27	-121.928	37.9223
28	-122.321	37.9748
29	-122.321	37.975
30	-122.176	37.8728
31	-121.956	37.7429
32	-121.957	37.7424
33	-122.012	37.9191
34	-122.086	37.9996
35	-121.98	37.951
36	-121.97	37.7933
37	-122.272	38.0066
38	-122.089	37.9181
39	-122.078	37.9543
40	-122.077	37.9548
41	-122.079	37.9536
42	-122.079	37.9536
43	-122.076	37.9548
44	-121.931	37.9325
45	-122.019	37.9079
46	-122.019	37.9077
47	-121.979	37.7911
48	-121.977	37.7911
49	-121.976	37.7902
50	-122.124	38.0109
51	-122.124	38.0104
52	-122.123	38.0094
53	-122.012	37.9176
54	-122.307	37.9964
55	-122.266	38.0039
56	-121.97	37.7976
57	-122.316	37.992
58	-122.004	37.8171
59	-122.105	37.9132
60	-122.176	37.8709
61	-122.04	37.9452
62	-122.267	38.0037
63	-122.261	38.004
64	-122.308	37.9958
65	-122.119	38.0128
66	-122.31	37.9943
67	-122.033	37.8719
68	-121.971	37.7923
69	-121.975	37.7937
70	-122.018	37.9424
71	-121.975	37.793
72	-121.979	37.79
73	-121.966	37.7939
74	-122.314	37.9919
75	-122.312	37.9932
76	-122.312	37.9923
77	-122.028	37.9524
78	-122.318	37.9919
79	-121.929	37.9278
80	-121.93	37.9286
81	-121.931	37.9293
82	-122.031	37.9669
83	-122.176	37.8706
84	-122.352	37.9597
85	-121.932	37.9308
86	-121.975	37.7943
87	-121.974	37.7924
88	-122.119	38.0114
89	-122.291	37.971
90	-121.929	37.926
91	-122.038	37.946
92	-121.931	37.9336
93	-122.06	37.3751
94	-122.018	37.9423
95	-121.971	37.7919
96	-121.973	37.7918
97	-121.887	37.5666
98	-122.292	37.9022
99	-122.293	37.9036
100	-122.123	38.0095
101	-122.215	38.0554
102	-121.965	37.9443
103	-122.249	37.8913
104	-122.004	37.8323
105	-122.251	37.8919
106	-122.291	38.0151
107	-122.155	37.8879
108	-122.249	37.8912
109	-122.046	37.9711
110	-122.134	38.0194
111	-122.134	38.0188
112	-122.133	38.0183
113	-122.153	37.8876
114	-122.154	37.8878
115	-121.991	37.8153
116	-122.065	37.9287
117	-122.065	37.9296
118	-122.037	37.8795
119	-122.037	37.8805
120	-122.027	37.8667
121	-122.245	37.8929
122	-122.015	37.8717
123	-122.258	38.0084
124	-122.258	38.0089
125	-122.257	38.0092
126	-122.257	38.0093
127	-122.256	38.0093
128	-122.251	37.8919
129	-122.246	37.8931
130	-122.082	37.9634
131	-122.099	37.9075
132	-122.1	37.9068
133	-122.026	38.0027
134	-122.026	38.0031
135	-122.217	38.0539
136	-121.985	37.7713
137	-122.327	38.0006
138	-122.328	38.0002
139	-122.095	38.009
140	-121.929	37.7993
141	-122.205	37.8926
142	-122.206	37.892
143	-122.055	37.9614
144	-122.337	37.9733
145	-121.985	37.7718
146	-121.906	37.7956
147	-121.906	37.7956
148	-122.098	37.9535
149	-122.097	37.9527
150	-122.291	37.9811
151	-122.069	37.9191
152	-122.068	37.9187
153	-122.069	37.9191
154	-122.004	37.853
155	-122.13	38.0151
156	-122.093	37.9554
157	-122.086	37.8573
158	-122.079	37.8454
159	-122.028	37.9537
160	-122.032	37.9552
161	-122.03	37.9564
162	-122.086	37.8576
163	-122.299	37.9112
164	-122.29	38.0157
165	-122.009	37.8347
166	-122.3	37.9122
167	-122.297	37.9102
168	-122.3	37.9126
169	-122.217	38.0547
170	-122.135	38.0199
171	-122.249	37.8912
172	-122.043	37.9674
173	-122.13	38.0156
174	-122.258	38.0079
175	-121.999	37.8336
176	-122.522	37.92
177	-122.252	37.8915
178	-122.027	38.0021
179	-122.045	37.9699
180	-121.989	37.8385
181	-122.297	37.9101
182	-122.295	37.9088
183	-122.217	38.0554
184	-121.963	37.9451
185	-121.983	37.7677
186	-122.217	38.0563
187	-122.337	37.9732
188	-122.254	37.8923
189	-122.292	37.8986
190	-122.292	37.9004
191	-122.069	37.9305
192	-122.069	37.9307
193	-122.021	37.8134
194	-122.097	37.9648
195	-122.282	37.9183
196	-122.082	37.9245
197	-122.179	37.8921
198	-122.077	37.8914
199	-121.738	37.5991
200	-122.132	37.8855
201	-122.133	37.8859
202	-122.136	37.8863
203	-122.136	37.8871
204	-122.132	38.0168
205	-122.042	37.9087
206	-122.014	37.8361
207	-122.045	37.9075
208	-122.043	37.9074
209	-122.011	37.8305
210	-122.323	37.9399
211	-122.322	37.9402
212	-122.321	37.9405
213	-122.383	37.9254
214	-122.013	37.8618
215	-122.121	38.0093
216	-122.09	37.8943
217	-122.094	38.0107
218	-122.093	38.0121
219	-122.093	38.0128
220	-122.021	37.9676
221	-122.184	37.8726
222	-122.184	37.8715
223	-122.104	37.8668
224	-122.249	38.0261
225	-122.01	37.9256
226	-122.01	37.925
227	-121.938	37.9306
228	-122.121	38.0141
229	-122.028	37.9807
230	-121.95	37.7848
231	-121.949	37.7844
232	-122.091	37.8942
233	-122.023	37.9845
234	-122.124	38.0128
235	-122.062	37.883
236	-122.062	37.8837
237	-121.925	37.7316
238	-122.318	37.9567
239	-122.019	37.9926
240	-122.019	37.992
241	-122.378	37.9308
242	-122.318	37.941
243	-121.958	37.9563
244	-121.988	37.9703
245	-122.001	37.8515
246	-121.95	37.953
247	-122.357	37.9824
248	-122.123	38.0146
249	-122.077	37.8909
250	-122.13	37.8869
251	-121.929	37.9261
252	-122.261	38.0073
253	-122.014	37.8356
254	-122.022	37.968
255	-122.011	37.829
256	-121.95	37.7847
257	-122.122	38.013
258	-122.044	37.9103
259	-122.124	38.0134
260	-122.016	37.8348
261	-122.522	37.9193
262	-122.353	37.9822
263	-121.921	37.9264
264	-122.252	37.9648
265	-122.379	37.9299
266	-122.035	37.9845
267	-122.046	37.9085
268	-121.986	37.9689
269	-122.101	37.8653
270	-121.921	37.9273
271	-122.015	37.8253
272	-122.082	37.9262
273	-122.006	37.9858
274	-121.922	37.9257
275	-122.317	37.9411
276	-122.324	37.9396
277	-122.281	37.9173
278	-122.046	37.9114
279	-122.252	37.9662
280	-121.927	37.9221
281	-122.008	37.9842
282	-122.015	37.8243
283	-121.958	37.957
284	-121.923	37.9225
285	-122.261	38.0075
286	-122.26	38.0074
287	-121.923	37.9243
288	-122.01	37.828
289	-121.937	37.9336
290	-121.957	37.7444
291	-121.963	37.7549
292	-121.811	37.3473
293	-121.8	37.334
294	-122.102	38.0018
295	-122.102	38.0018
296	-121.775	37.2787
297	-122.06	37.9435
298	-121.998	37.5543
299	-122.31	37.9251
300	-121.975	37.8602
301	-121.918	37.7396
302	-122.12	37.8576
303	-122.12	37.8575
304	-121.979	37.9569
305	-121.948	37.9422
306	-121.799	37.781
307	-122.04	37.9232
308	-122.041	37.9242
309	-122.057	37.9531
310	-122.245	37.9971
311	-122.244	37.9964
312	-122.388	37.9253
313	-122.389	37.9269
314	-122.389	37.9269
315	-122.394	37.9304
316	-122.372	37.9595
317	-122.325	37.9569
318	-122.323	37.9571
319	-122.048	37.9957
320	-121.968	37.9593
321	-121.941	37.9643
322	-121.939	37.9654
323	-122.115	37.9145
324	-122.114	37.9156
325	-122.039	37.959
326	-122.319	37.9894
327	-122.32	37.9888
328	-122.171	37.9076
329	-122.172	37.9082
330	-122.097	37.9149
331	-122.182	37.8886
332	-122.181	37.8883
333	-122.065	37.8829
334	-122.064	37.8823
335	-121.99	37.9593
336	-122.087	37.921
337	-122.39	37.9279
338	-121.957	37.7451
339	-121.814	37.3508
340	-121.99	37.9582
341	-121.81	37.3466
342	-121.783	37.2929
343	-121.809	37.3445
344	-122.393	37.9293
345	-122.021	37.827
346	-122.392	37.9285
347	-122.39	37.9282
348	-122.321	37.9569
349	-121.984	37.9643
350	-121.774	37.2842
351	-122.085	38.0151
352	-121.97	37.7655
353	-121.982	37.966
354	-122.106	37.6892
355	-121.774	37.2842
356	-122.106	37.6895
357	-121.809	37.3445
358	-121.808	37.3438
359	-121.807	37.3427
360	-121.969	37.9585
361	-121.978	37.9568
362	-122.018	37.8286
363	-122.037	37.9577
364	-121.972	37.7693
365	-121.783	37.2921
366	-121.801	37.3356
367	-122.103	38.0018
368	-121.784	37.2954
369	-121.812	37.3479
370	-122.02	37.8274
371	-121.968	37.7594
372	-122.016	37.8295
373	-121.974	37.771
374	-122.085	38.0152
375	-122.372	37.9632
376	-121.818	37.2905
377	-122.028	37.9179
378	-122.053	37.8788
379	-122.054	37.8786
380	-122.063	37.8974
381	-122.116	37.8885
382	-122.068	37.9146
383	-121.968	37.9709
384	-121.85	37.2173
385	-122.006	37.8183
386	-122.015	37.9456
387	-121.818	37.2904
388	-122.006	37.95
389	-121.819	37.2899
390	-121.733	37.7077
391	-122.014	37.9459
392	-122.083	37.9557
393	-122.317	37.933
394	-121.996	37.9506
395	-122.062	37.8946
396	-122.011	37.8186
397	-122.011	37.8178
398	-121.983	37.762
399	-121.983	37.7619
400	-121.986	37.9757
401	-121.965	37.8008
402	-121.965	37.8012
403	-121.988	37.9163
404	-121.988	37.9155
405	-122.008	37.9479
406	-121.949	37.9528
407	-121.948	37.9521
408	-122.038	37.9482
409	-122.023	37.9546
410	-122.024	37.9544
411	-121.968	37.971
412	-122.011	37.845
413	-122.106	37.8477
